DataId,CommId,DeviceName,DeviceDateTime,AgeInSeconds,BatteryVoltage,GpsQuality,Latitude,Longitude,SubmergedPercent,Temperature0cm
9607204,"300234063602780","UOH-MS-0001",2015-09-22 23:00:09,82809,11.8,3,24.442823,-158.391922,12,26.45
9606798,"300234063602780","UOH-MS-0001",2015-09-22 22:01:01,79261,11.8,3,24.445662,-158.399841,13,26.45
9606076,"300234063602780","UOH-MS-0001",2015-09-22 21:00:11,75611,11.8,3,24.447416,-158.407013,11,26.4
9606075,"300234063602780","UOH-MS-0001",2015-09-22 20:01:00,72060,11.8,3,24.449163,-158.414398,14,26.35
9604828,"300234063602780","UOH-MS-0001",2015-09-22 19:00:08,68408,11.8,3,24.449564,-158.423096,13,26.35
9604326,"300234063602780","UOH-MS-0001",2015-09-22 18:00:07,64807,11.8,3,24.447708,-158.42952,11,26.35
9603693,"300234063602780","UOH-MS-0001",2015-09-22 17:01:30,61290,11.8,3,24.445623,-158.433304,10,26.3
9603415,"300234063602780","UOH-MS-0001",2015-09-22 16:00:36,57636,11.8,3,24.443588,-158.437866,13,26.3
9602909,"300234063602780","UOH-MS-0001",2015-09-22 15:00:36,54036,11.8,3,24.439495,-158.438736,11,26.3
9602640,"300234063602780","UOH-MS-0001",2015-09-22 14:00:08,50408,11.8,3,24.433851,-158.438309,19,26.35
9602143,"300234063602780","UOH-MS-0001",2015-09-22 13:00:55,46855,11.8,3,24.427181,-158.436142,11,26.35
9601889,"300234063602780","UOH-MS-0001",2015-09-22 12:02:19,43339,11.8,3,24.420971,-158.434509,9,26.35
9601398,"300234063602780","UOH-MS-0001",2015-09-22 11:00:08,39608,11.8,3,24.41412,-158.431274,17,26.35
9601153,"300234063602780","UOH-MS-0001",2015-09-22 10:00:08,36008,11.8,3,24.405851,-158.42627,13,26.35
9600673,"300234063602780","UOH-MS-0001",2015-09-22 09:00:08,32408,11.8,3,24.398245,-158.418198,13,26.35
9600424,"300234063602780","UOH-MS-0001",2015-09-22 08:02:31,28951,11.8,3,24.393406,-158.406342,12,26.35
9599937,"300234063602780","UOH-MS-0001",2015-09-22 07:00:10,25210,11.8,3,24.392006,-158.394684,11,26.35
9599697,"300234063602780","UOH-MS-0001",2015-09-22 06:00:10,21610,11.8,3,24.392321,-158.383743,10,26.35
9599209,"300234063602780","UOH-MS-0001",2015-09-22 05:00:08,18008,11.8,3,24.392813,-158.372162,13,26.35
9598951,"300234063602780","UOH-MS-0001",2015-09-22 04:01:07,14467,11.8,3,24.394562,-158.361237,13,26.35
9598479,"300234063602780","UOH-MS-0001",2015-09-22 03:00:08,10808,11.8,3,24.398027,-158.350876,17,26.4
9598217,"300234063602780","UOH-MS-0001",2015-09-22 02:00:08,7208,11.8,3,24.402481,-158.343567,11,26.4
9597751,"300234063602780","UOH-MS-0001",2015-09-22 01:00:08,3608,11.8,3,24.407091,-158.339706,9,26.4
9597506,"300234063602780","UOH-MS-0001",2015-09-22 00:02:25,145,11.8,3,24.411629,-158.337433,10,26.4
9597015,"300234063602780","UOH-MS-0001",2015-09-21 23:00:07,82807,11.8,3,24.415325,-158.339355,12,26.35
9596770,"300234063602780","UOH-MS-0001",2015-09-21 22:01:06,79266,11.8,3,24.417055,-158.341599,10,26.35
9596277,"300234063602780","UOH-MS-0001",2015-09-21 21:00:08,75608,11.8,3,24.419014,-158.343994,11,26.3
9596018,"300234063602780","UOH-MS-0001",2015-09-21 20:03:01,72181,11.8,3,24.424776,-158.345901,9,26.3
9595435,"300234063602780","UOH-MS-0001",2015-09-21 19:00:09,68409,11.8,3,24.431746,-158.350204,15,26.3
9595132,"300234063602780","UOH-MS-0001",2015-09-21 18:00:10,64810,11.8,3,24.437321,-158.356018,14,26.3
9594609,"300234063602780","UOH-MS-0001",2015-09-21 17:00:08,61208,11.8,3,24.439119,-158.363663,15,26.3
9594419,"300234063602780","UOH-MS-0001",2015-09-21 16:01:06,57666,11.8,3,24.440245,-158.371872,11,26.3
9594020,"300234063602780","UOH-MS-0001",2015-09-21 15:00:10,54010,11.8,3,24.438213,-158.381058,16,26.3
9593867,"300234063602780","UOH-MS-0001",2015-09-21 14:00:08,50408,11.8,3,24.431904,-158.391434,14,26.3
9593495,"300234063602780","UOH-MS-0001",2015-09-21 13:01:30,46890,11.8,3,24.422136,-158.397598,14,26.35
9593357,"300234063602780","UOH-MS-0001",2015-09-21 12:00:07,43207,11.8,3,24.413132,-158.404114,13,26.35
9592980,"300234063602780","UOH-MS-0001",2015-09-21 11:02:00,39720,11.8,3,24.403231,-158.406723,11,26.35
9592846,"300234063602780","UOH-MS-0001",2015-09-21 10:01:04,36064,11.8,3,24.391361,-158.409134,17,26.35
9592476,"300234063602780","UOH-MS-0001",2015-09-21 09:01:06,32466,11.8,3,24.376001,-158.412582,13,26.35
9592349,"300234063602780","UOH-MS-0001",2015-09-21 08:00:07,28807,11.8,3,24.360474,-158.41127,12,26.4
9591983,"300234063602780","UOH-MS-0001",2015-09-21 07:00:08,25208,11.8,3,24.34387,-158.406555,15,26.4
9591853,"300234063602780","UOH-MS-0001",2015-09-21 06:01:36,21696,11.8,3,24.329269,-158.398193,11,26.4
9591502,"300234063602780","UOH-MS-0001",2015-09-21 05:00:10,18010,11.8,3,24.318251,-158.387299,14,26.4
9591354,"300234063602780","UOH-MS-0001",2015-09-21 04:00:10,14410,11.8,3,24.309753,-158.37384,13,26.45
9590987,"300234063602780","UOH-MS-0001",2015-09-21 03:00:54,10854,11.8,3,24.302162,-158.358627,10,26.45
9590863,"300234063602780","UOH-MS-0001",2015-09-21 02:00:09,7209,11.8,3,24.296074,-158.341537,11,26.45
9590493,"300234063602780","UOH-MS-0001",2015-09-21 01:00:08,3608,11.8,3,24.290689,-158.328018,14,26.5
9590359,"300234063602780","UOH-MS-0001",2015-09-21 00:02:06,126,11.8,3,24.288065,-158.318008,10,26.45
9589985,"300234063602780","UOH-MS-0001",2015-09-20 23:00:09,82809,11.8,3,24.285175,-158.30896,13,26.45
9589852,"300234063602780","UOH-MS-0001",2015-09-20 22:00:09,79209,11.8,3,24.283575,-158.301666,13,26.45
9589477,"300234063602780","UOH-MS-0001",2015-09-20 21:00:07,75607,11.8,3,24.283112,-158.292694,13,26.4
9589342,"300234063602780","UOH-MS-0001",2015-09-20 20:01:55,72115,11.8,3,24.282381,-158.284271,12,26.35
9588975,"300234063602780","UOH-MS-0001",2015-09-20 19:00:08,68408,11.8,3,24.280733,-158.276764,11,26.35
9588829,"300234063602780","UOH-MS-0001",2015-09-20 18:00:09,64809,11.8,3,24.282148,-158.270874,12,26.35
9588412,"300234063602780","UOH-MS-0001",2015-09-20 17:00:08,61208,11.8,3,24.285976,-158.262848,13,26.35
9588241,"300234063602780","UOH-MS-0001",2015-09-20 16:01:24,57684,11.8,3,24.290081,-158.256302,12,26.35
9587830,"300234063602780","UOH-MS-0001",2015-09-20 15:00:09,54009,11.8,3,24.296272,-158.251587,10,26.35
9587656,"300234063602780","UOH-MS-0001",2015-09-20 14:00:08,50408,11.8,3,24.302034,-158.249771,10,26.35
9587293,"300234063602780","UOH-MS-0001",2015-09-20 13:00:09,46809,11.8,3,24.305403,-158.253189,10,26.35
9587168,"300234063602780","UOH-MS-0001",2015-09-20 12:01:06,43266,11.8,3,24.305531,-158.260635,14,26.4
9586848,"300234063602780","UOH-MS-0001",2015-09-20 11:00:08,39608,11.8,3,24.304184,-158.268539,12,26.4
9586764,"300234063602780","UOH-MS-0001",2015-09-20 10:00:08,36008,11.8,3,24.300652,-158.276047,12,26.4
9586444,"300234063602780","UOH-MS-0001",2015-09-20 09:01:00,32460,11.8,3,24.293385,-158.280579,10,26.4
9586364,"300234063602780","UOH-MS-0001",2015-09-20 08:00:09,28809,11.8,3,24.282722,-158.283661,15,26.4
9586055,"300234063602780","UOH-MS-0001",2015-09-20 07:00:08,25208,11.8,3,24.273031,-158.283875,10,26.4
9585979,"300234063602780","UOH-MS-0001",2015-09-20 06:02:57,21777,11.8,3,24.26453,-158.283829,9,26.4
9585666,"300234063602780","UOH-MS-0001",2015-09-20 05:00:08,18008,11.8,3,24.254478,-158.279739,10,26.45
9585594,"300234063602780","UOH-MS-0001",2015-09-20 04:00:07,14407,11.8,3,24.245695,-158.270569,11,26.45
9585277,"300234063602780","UOH-MS-0001",2015-09-20 03:00:07,10807,11.8,3,24.238499,-158.260498,8,26.45
9585198,"300234063602780","UOH-MS-0001",2015-09-20 02:01:07,7267,11.8,3,24.233894,-158.250214,13,26.5
9584886,"300234063602780","UOH-MS-0001",2015-09-20 01:00:08,3608,11.8,3,24.228361,-158.241104,13,26.5
9584809,"300234063602780","UOH-MS-0001",2015-09-20 00:00:08,8,11.8,3,24.221544,-158.231018,13,26.5
9584491,"300234063602780","UOH-MS-0001",2015-09-19 23:00:08,82808,11.8,3,24.214907,-158.220184,11,26.45
9584408,"300234063602780","UOH-MS-0001",2015-09-19 22:01:01,79261,11.8,3,24.210178,-158.208038,9,26.45
9584102,"300234063602780","UOH-MS-0001",2015-09-19 21:01:32,75692,11.8,3,24.207115,-158.193985,14,26.4
9584020,"300234063602780","UOH-MS-0001",2015-09-19 20:00:08,72008,11.8,3,24.206308,-158.17659,11,26.4
9583709,"300234063602780","UOH-MS-0001",2015-09-19 19:00:08,68408,11.8,3,24.207958,-158.160751,11,26.35
9583629,"300234063602780","UOH-MS-0001",2015-09-19 18:01:01,64861,11.8,3,24.210217,-158.147659,10,26.35
9583294,"300234063602780","UOH-MS-0001",2015-09-19 17:00:09,61209,11.8,3,24.212917,-158.133881,13,26.35
9583203,"300234063602780","UOH-MS-0001",2015-09-19 16:00:08,57608,11.8,3,24.218769,-158.122421,12,26.35
9582890,"300234063602780","UOH-MS-0001",2015-09-19 15:00:07,54007,11.8,3,24.223942,-158.113449,14,26.35
9582811,"300234063602780","UOH-MS-0001",2015-09-19 14:01:01,50461,11.8,3,24.228828,-158.104965,12,26.35
9582501,"300234063602780","UOH-MS-0001",2015-09-19 13:01:24,46884,11.8,3,24.232613,-158.097763,12,26.35
9582415,"300234063602780","UOH-MS-0001",2015-09-19 12:00:10,43210,11.8,3,24.237528,-158.089844,12,26.35
9582097,"300234063602780","UOH-MS-0001",2015-09-19 11:00:08,39608,11.8,3,24.242767,-158.083221,10,26.35
9582006,"300234063602780","UOH-MS-0001",2015-09-19 10:01:30,36090,11.8,3,24.246876,-158.075516,10,26.4
9581690,"300234063602780","UOH-MS-0001",2015-09-19 09:00:09,32409,11.8,3,24.252823,-158.066391,13,26.4
9581607,"300234063602780","UOH-MS-0001",2015-09-19 08:00:08,28808,11.8,3,24.260592,-158.056229,10,26.4
9581288,"300234063602780","UOH-MS-0001",2015-09-19 07:01:07,25267,11.8,3,24.268009,-158.048096,12,26.4
9581208,"300234063602780","UOH-MS-0001",2015-09-19 06:01:00,21660,11.8,3,24.275471,-158.04187,10,26.4
9580895,"300234063602780","UOH-MS-0001",2015-09-19 05:00:09,18009,11.8,3,24.286186,-158.034668,9,26.45
9580820,"300234063602780","UOH-MS-0001",2015-09-19 04:00:08,14408,11.8,3,24.296083,-158.031693,16,26.5
9580505,"300234063602780","UOH-MS-0001",2015-09-19 03:00:07,10807,11.8,3,24.304453,-158.032364,11,26.5
9580431,"300234063602780","UOH-MS-0001",2015-09-19 02:00:32,7232,11.8,3,24.312813,-158.03511,15,26.55
9580117,"300234063602780","UOH-MS-0001",2015-09-19 01:00:07,3607,11.8,3,24.320377,-158.037582,12,26.55
9580023,"300234063602780","UOH-MS-0001",2015-09-19 00:01:02,62,11.8,3,24.324671,-158.03891,10,26.55
9579726,"300234063602780","UOH-MS-0001",2015-09-18 23:00:09,82809,11.8,3,24.324774,-158.037811,11,26.55
9579655,"300234063602780","UOH-MS-0001",2015-09-18 22:03:09,79389,11.8,3,24.323612,-158.032272,11,26.5
9579322,"300234063602780","UOH-MS-0001",2015-09-18 21:00:08,75608,11.8,3,24.320066,-158.023682,12,26.45
9579236,"300234063602780","UOH-MS-0001",2015-09-18 20:00:09,72009,11.8,3,24.316702,-158.016602,10,26.45
9578928,"300234063602780","UOH-MS-0001",2015-09-18 19:00:09,68409,11.8,3,24.314476,-158.010498,14,26.4
9578840,"300234063602780","UOH-MS-0001",2015-09-18 18:01:00,64860,11.8,3,24.313845,-158.001373,8,26.4
9578477,"300234063602780","UOH-MS-0001",2015-09-18 17:00:11,61211,11.8,3,24.312658,-157.990982,15,26.4
9578324,"300234063602780","UOH-MS-0001",2015-09-18 16:01:07,57667,11.8,3,24.311316,-157.980331,11,26.4
9577913,"300234063602780","UOH-MS-0001",2015-09-18 15:00:09,54009,11.8,3,24.310076,-157.971008,14,26.4
9577793,"300234063602780","UOH-MS-0001",2015-09-18 14:00:08,50408,11.8,3,24.309296,-157.96228,12,26.4
9577480,"300234063602780","UOH-MS-0001",2015-09-18 13:00:07,46807,11.8,3,24.307341,-157.95079,11,26.4
9577401,"300234063602780","UOH-MS-0001",2015-09-18 12:01:36,43296,11.8,3,24.304159,-157.935638,11,26.4
9577083,"300234063602780","UOH-MS-0001",2015-09-18 11:00:07,39607,11.8,3,24.300117,-157.915955,11,26.45
9577010,"300234063602780","UOH-MS-0001",2015-09-18 10:00:07,36007,11.8,3,24.30265,-157.894241,11,26.45
9576694,"300234063602780","UOH-MS-0001",2015-09-18 09:00:07,32407,11.8,3,24.307592,-157.873337,9,26.45
9576559,"300234063602780","UOH-MS-0001",2015-09-18 08:01:36,28896,11.8,3,24.313278,-157.851639,9,26.45
9576302,"300234063602780","UOH-MS-0001",2015-09-18 07:00:09,25209,11.8,3,24.324089,-157.829849,12,26.45
9576226,"300234063602780","UOH-MS-0001",2015-09-18 06:00:09,21609,11.8,3,24.341455,-157.812027,11,26.45
9575904,"300234063602780","UOH-MS-0001",2015-09-18 05:00:08,18008,11.8,3,24.360329,-157.800278,10,26.5
9575807,"300234063602780","UOH-MS-0001",2015-09-18 04:02:30,14550,11.8,3,24.380903,-157.790268,13,26.5
9575506,"300234063602780","UOH-MS-0001",2015-09-18 03:00:08,10808,11.8,3,24.403685,-157.785797,14,26.55
9575426,"300234063602780","UOH-MS-0001",2015-09-18 02:00:08,7208,11.8,3,24.422689,-157.78714,12,26.55
9575111,"300234063602780","UOH-MS-0001",2015-09-18 01:00:08,3608,11.8,3,24.438164,-157.789963,12,26.55
9575034,"300234063602780","UOH-MS-0001",2015-09-18 00:02:06,126,11.8,3,24.449017,-157.792206,9,26.55
9574711,"300234063602780","UOH-MS-0001",2015-09-17 23:00:10,82810,11.8,3,24.460056,-157.793671,13,26.55
9574710,"300234063602780","UOH-MS-0001",2015-09-17 22:00:07,79207,11.8,3,24.470177,-157.794632,12,26.5
9574318,"300234063602780","UOH-MS-0001",2015-09-17 21:01:06,75666,11.8,3,24.476439,-157.794876,11,26.45
9574233,"300234063602780","UOH-MS-0001",2015-09-17 20:00:07,72007,11.8,3,24.48181,-157.795059,11,26.45
9573914,"300234063602780","UOH-MS-0001",2015-09-17 19:00:07,68407,11.8,3,24.489014,-157.794495,12,26.45
9573829,"300234063602780","UOH-MS-0001",2015-09-17 18:00:37,64837,11.8,3,24.49402,-157.792435,11,26.4
9573509,"300234063602780","UOH-MS-0001",2015-09-17 17:00:08,61208,11.8,3,24.500565,-157.789536,10,26.4
9573428,"300234063602780","UOH-MS-0001",2015-09-17 16:00:09,57609,11.8,3,24.504839,-157.787582,11,26.4
9573111,"300234063602780","UOH-MS-0001",2015-09-17 15:00:09,54009,11.8,3,24.506878,-157.786346,12,26.4
9573036,"300234063602780","UOH-MS-0001",2015-09-17 14:03:07,50587,11.8,3,24.507559,-157.786728,11,26.45
9572707,"300234063602780","UOH-MS-0001",2015-09-17 13:00:08,46808,11.8,3,24.509495,-157.786591,12,26.45
9572631,"300234063602780","UOH-MS-0001",2015-09-17 12:01:57,43317,11.8,3,24.512152,-157.784515,11,26.45
9572308,"300234063602780","UOH-MS-0001",2015-09-17 11:00:35,39635,11.8,3,24.512676,-157.77948,11,26.45
9572233,"300234063602780","UOH-MS-0001",2015-09-17 10:02:10,36130,11.8,3,24.510096,-157.771652,11,26.45
9571917,"300234063602780","UOH-MS-0001",2015-09-17 09:02:09,32529,11.8,3,24.509398,-157.7603,11,26.45
9571793,"300234063602780","UOH-MS-0001",2015-09-17 08:00:08,28808,11.8,3,24.510208,-157.745743,11,26.45
9571523,"300234063602780","UOH-MS-0001",2015-09-17 07:00:09,25209,11.8,3,24.515381,-157.730331,13,26.5
9571450,"300234063602780","UOH-MS-0001",2015-09-17 06:00:37,21637,11.8,3,24.525011,-157.716415,12,26.5
9571127,"300234063602780","UOH-MS-0001",2015-09-17 05:00:07,18007,11.8,3,24.539375,-157.703293,11,26.5
9571053,"300234063602780","UOH-MS-0001",2015-09-17 04:00:08,14408,11.8,3,24.555906,-157.691711,11,26.5
9570732,"300234063602780","UOH-MS-0001",2015-09-17 03:00:54,10854,11.8,3,24.569159,-157.681259,10,26.55
9570638,"300234063602780","UOH-MS-0001",2015-09-17 02:00:11,7211,11.8,3,24.582573,-157.670624,12,26.55
9570326,"300234063602780","UOH-MS-0001",2015-09-17 01:00:09,3609,11.8,3,24.595903,-157.66066,11,26.55
9570255,"300234063602780","UOH-MS-0001",2015-09-17 00:02:00,120,11.8,3,24.611141,-157.649307,16,26.5
9569931,"300234063602780","UOH-MS-0001",2015-09-16 23:00:09,82809,11.8,3,24.630491,-157.639755,10,26.45
9569849,"300234063602780","UOH-MS-0001",2015-09-16 22:00:11,79211,11.8,3,24.648428,-157.635284,13,26.45
9569451,"300234063602780","UOH-MS-0001",2015-09-16 21:01:31,75691,11.8,3,24.662201,-157.634445,11,26.4
9569452,"300234063602780","UOH-MS-0001",2015-09-16 20:01:26,72086,11.8,3,24.675774,-157.634842,12,26.4
9568911,"300234063602780","UOH-MS-0001",2015-09-16 19:01:01,68461,11.8,3,24.68828,-157.638489,14,26.4
9568788,"300234063602780","UOH-MS-0001",2015-09-16 18:00:08,64808,11.8,3,24.698498,-157.644211,9,26.35
9568402,"300234063602780","UOH-MS-0001",2015-09-16 17:00:07,61207,11.8,3,24.705881,-157.649734,11,26.35
9568284,"300234063602780","UOH-MS-0001",2015-09-16 16:01:00,57660,11.8,3,24.711245,-157.652649,11,26.35
9567920,"300234063602780","UOH-MS-0001",2015-09-16 15:00:14,54014,11.8,3,24.714489,-157.655746,10,26.35
9567807,"300234063602780","UOH-MS-0001",2015-09-16 14:00:08,50408,11.8,3,24.716398,-157.657669,10,26.4
9567499,"300234063602780","UOH-MS-0001",2015-09-16 13:01:00,46860,11.8,3,24.719976,-157.656403,9,26.4
9567434,"300234063602780","UOH-MS-0001",2015-09-16 12:00:08,43208,11.8,3,24.723869,-157.655685,11,26.4
9567104,"300234063602780","UOH-MS-0001",2015-09-16 11:00:08,39608,11.8,3,24.726036,-157.655853,12,26.4
9567015,"300234063602780","UOH-MS-0001",2015-09-16 10:01:06,36066,11.8,3,24.728931,-157.652496,10,26.4
9566704,"300234063602780","UOH-MS-0001",2015-09-16 09:01:00,32460,11.8,3,24.731956,-157.651886,12,26.4
9566621,"300234063602780","UOH-MS-0001",2015-09-16 08:00:08,28808,11.8,3,24.733873,-157.651062,11,26.45
9566307,"300234063602780","UOH-MS-0001",2015-09-16 07:00:10,25210,11.8,3,24.737005,-157.651031,11,26.4
9566215,"300234063602780","UOH-MS-0001",2015-09-16 06:00:55,21655,11.8,3,24.74143,-157.650391,11,26.45
9565883,"300234063602780","UOH-MS-0001",2015-09-16 05:00:09,18009,11.8,3,24.744429,-157.646255,10,26.45
9565802,"300234063602780","UOH-MS-0001",2015-09-16 04:00:09,14409,11.8,3,24.746473,-157.640198,16,26.45
9565466,"300234063602780","UOH-MS-0001",2015-09-16 03:00:07,10807,11.8,3,24.747559,-157.634338,10,26.45
9565347,"300234063602780","UOH-MS-0001",2015-09-16 02:01:24,7284,11.8,3,24.749142,-157.626511,11,26.5
9565053,"300234063602780","UOH-MS-0001",2015-09-16 01:00:08,3608,11.8,3,24.75556,-157.616272,10,26.5
9564967,"300234063602780","UOH-MS-0001",2015-09-16 00:00:07,7,11.8,3,24.762926,-157.609421,9,26.5
9564634,"300234063602780","UOH-MS-0001",2015-09-15 23:00:08,82808,11.8,3,24.772198,-157.603027,11,26.45
9564569,"300234063602780","UOH-MS-0001",2015-09-15 22:03:24,79404,11.8,3,24.782394,-157.599533,11,26.45
9564247,"300234063602780","UOH-MS-0001",2015-09-15 21:00:08,75608,11.8,3,24.792797,-157.595383,9,26.45
9564162,"300234063602780","UOH-MS-0001",2015-09-15 20:00:10,72010,11.8,3,24.801365,-157.592163,11,26.4
9563850,"300234063602780","UOH-MS-0001",2015-09-15 19:02:00,68520,11.8,3,24.809324,-157.589554,13,26.4
9563765,"300234063602780","UOH-MS-0001",2015-09-15 18:00:09,64809,11.8,3,24.816036,-157.58728,13,26.4
9563426,"300234063602780","UOH-MS-0001",2015-09-15 17:00:09,61209,11.8,3,24.825146,-157.585556,12,26.4
9563336,"300234063602780","UOH-MS-0001",2015-09-15 16:00:37,57637,11.8,3,24.833902,-157.583908,13,26.4
9563014,"300234063602780","UOH-MS-0001",2015-09-15 15:00:08,54008,11.8,3,24.841488,-157.584335,11,26.4
9562923,"300234063602780","UOH-MS-0001",2015-09-15 14:00:08,50408,11.8,3,24.847395,-157.585693,12,26.4
9562604,"300234063602780","UOH-MS-0001",2015-09-15 13:00:07,46807,11.8,3,24.850985,-157.584106,11,26.45
9562510,"300234063602780","UOH-MS-0001",2015-09-15 12:02:24,43344,11.8,3,24.854565,-157.582657,14,26.45
9562184,"300234063602780","UOH-MS-0001",2015-09-15 11:00:09,39609,11.8,3,24.859745,-157.58342,11,26.45
9562096,"300234063602780","UOH-MS-0001",2015-09-15 10:00:07,36007,11.8,3,24.867201,-157.584412,15,26.45
9561769,"300234063602780","UOH-MS-0001",2015-09-15 09:00:09,32409,11.8,3,24.874023,-157.586792,11,26.45
9561659,"300234063602780","UOH-MS-0001",2015-09-15 08:02:07,28927,11.8,3,24.880581,-157.586884,11,26.45
9561355,"300234063602780","UOH-MS-0001",2015-09-15 07:00:08,25208,11.8,3,24.885099,-157.587601,13,26.45
9561257,"300234063602780","UOH-MS-0001",2015-09-15 06:00:08,21608,11.8,3,24.889313,-157.589661,11,26.45
9560941,"300234063602780","UOH-MS-0001",2015-09-15 05:00:08,18008,12,3,24.891329,-157.593369,10,26.5
9560850,"300234063602780","UOH-MS-0001",2015-09-15 04:00:37,14437,11.8,3,24.891609,-157.596558,10,26.5
9560526,"300234063602780","UOH-MS-0001",2015-09-15 03:00:13,10813,12,3,24.890722,-157.599228,13,26.5
9560436,"300234063602780","UOH-MS-0001",2015-09-15 02:00:10,7210,12,3,24.889664,-157.601074,12,26.5
9560116,"300234063602780","UOH-MS-0001",2015-09-15 01:00:07,3607,12,3,24.886383,-157.602158,13,26.5
9560027,"300234063602780","UOH-MS-0001",2015-09-15 00:01:55,115,12,3,24.883947,-157.600388,12,26.5
9559710,"300234063602780","UOH-MS-0001",2015-09-14 23:00:07,82807,12,3,24.882599,-157.598022,17,26.5
9559620,"300234063602780","UOH-MS-0001",2015-09-14 22:00:07,79207,12,3,24.881525,-157.595718,11,26.5
9559311,"300234063602780","UOH-MS-0001",2015-09-14 21:02:07,75727,12,3,24.880478,-157.593552,18,26.45
9559228,"300234063602780","UOH-MS-0001",2015-09-14 20:00:10,72010,12,3,24.881775,-157.59021,12,26.45
9558909,"300234063602780","UOH-MS-0001",2015-09-14 19:00:09,68409,12,3,24.885122,-157.586243,9,26.45
9558835,"300234063602780","UOH-MS-0001",2015-09-14 18:01:00,64860,12,3,24.886868,-157.580963,12,26.45
9558517,"300234063602780","UOH-MS-0001",2015-09-14 17:00:09,61209,12,3,24.886971,-157.575821,10,26.45
9558440,"300234063602780","UOH-MS-0001",2015-09-14 16:01:56,57716,12,3,24.887041,-157.573624,11,26.45
9558128,"300234063602780","UOH-MS-0001",2015-09-14 15:00:08,54008,12,3,24.886,-157.569046,12,26.5
9558048,"300234063602780","UOH-MS-0001",2015-09-14 14:00:09,50409,12,3,24.884903,-157.561081,11,26.5
9557727,"300234063602780","UOH-MS-0001",2015-09-14 13:00:08,46808,12,3,24.883888,-157.550552,13,26.5
9557645,"300234063602780","UOH-MS-0001",2015-09-14 12:01:36,43296,12,3,24.885853,-157.539612,10,26.5
9557321,"300234063602780","UOH-MS-0001",2015-09-14 11:00:08,39608,12,3,24.891045,-157.531052,11,26.55
9557241,"300234063602780","UOH-MS-0001",2015-09-14 10:00:08,36008,12,3,24.897198,-157.52507,11,26.55
9556923,"300234063602780","UOH-MS-0001",2015-09-14 09:00:07,32407,12,3,24.902208,-157.520309,12,26.55
9556843,"300234063602780","UOH-MS-0001",2015-09-14 08:00:36,28836,12,3,24.91062,-157.513565,12,26.55
9556519,"300234063602780","UOH-MS-0001",2015-09-14 07:00:08,25208,12,3,24.924612,-157.50856,11,26.55
9556438,"300234063602780","UOH-MS-0001",2015-09-14 06:00:07,21607,12,3,24.937973,-157.505585,9,26.6
9556115,"300234063602780","UOH-MS-0001",2015-09-14 05:00:09,18009,12,3,24.947098,-157.504044,11,26.6
9556034,"300234063602780","UOH-MS-0001",2015-09-14 04:01:00,14460,12,3,24.95266,-157.505981,11,26.6
9555708,"300234063602780","UOH-MS-0001",2015-09-14 03:00:15,10815,12,3,24.958399,-157.509537,10,26.6
9555627,"300234063602780","UOH-MS-0001",2015-09-14 02:00:09,7209,12,3,24.963545,-157.513931,13,26.65
9555302,"300234063602780","UOH-MS-0001",2015-09-14 01:00:08,3608,12,3,24.969498,-157.521942,11,26.65
9555225,"300234063602780","UOH-MS-0001",2015-09-14 00:01:06,66,12,3,24.974142,-157.531082,9,26.6
9554899,"300234063602780","UOH-MS-0001",2015-09-13 23:00:11,82811,12,3,24.976036,-157.54306,9,26.6
9554819,"300234063602780","UOH-MS-0001",2015-09-13 22:00:17,79217,12,3,24.97723,-157.552689,9,26.55
9554486,"300234063602780","UOH-MS-0001",2015-09-13 21:00:09,75609,12,3,24.978567,-157.562668,10,26.55
9554403,"300234063602780","UOH-MS-0001",2015-09-13 20:02:30,72150,12,3,24.976746,-157.572235,15,26.55
9554070,"300234063602780","UOH-MS-0001",2015-09-13 19:00:11,68411,12,3,24.971756,-157.581039,13,26.55
9553981,"300234063602780","UOH-MS-0001",2015-09-13 18:00:08,64808,12,3,24.965788,-157.588028,13,26.55
9553639,"300234063602780","UOH-MS-0001",2015-09-13 17:00:07,61207,12,3,24.960356,-157.592316,11,26.55
9553548,"300234063602780","UOH-MS-0001",2015-09-13 16:01:30,57690,12,3,24.953531,-157.594513,16,26.55
9553210,"300234063602780","UOH-MS-0001",2015-09-13 15:00:09,54009,12,3,24.94426,-157.59552,15,26.55
9553141,"300234063602780","UOH-MS-0001",2015-09-13 14:00:08,50408,12,3,24.933622,-157.592529,10,26.55
9552829,"300234063602780","UOH-MS-0001",2015-09-13 13:00:08,46808,12,3,24.922913,-157.588333,13,26.6
9552760,"300234063602780","UOH-MS-0001",2015-09-13 12:02:24,43344,12,3,24.913408,-157.582977,9,26.6
9552440,"300234063602780","UOH-MS-0001",2015-09-13 11:00:09,39609,12,3,24.90605,-157.573898,10,26.6
9552372,"300234063602780","UOH-MS-0001",2015-09-13 10:00:08,36008,12,3,24.903559,-157.56366,13,26.6
9552060,"300234063602780","UOH-MS-0001",2015-09-13 09:00:36,32436,12,3,24.906055,-157.553909,11,26.6
9551992,"300234063602780","UOH-MS-0001",2015-09-13 08:00:09,28809,12,3,24.909325,-157.544907,14,26.6
9551678,"300234063602780","UOH-MS-0001",2015-09-13 07:00:08,25208,12,3,24.915915,-157.535446,16,26.6
